question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,ncert_reference
MATH_C7_522,7,Mathematics,Connecting the Dots,Arithmetic,Medium,MCQ,The mean of 1 2 3 4 5 is:,a) 2,b) 3,c) 4,d) 5,b,Sum = 15; Count = 5; Mean = $15/5 = 3$,Ganita Prakash Ch 13
MATH_C7_732,7,Mathematics,Connecting the Dots,Arithmetic,Medium,MCQ,The mean of 1; 2; 3; 4; 5 is:,a) 2,b) 3,c) 4,d) 5,b,Average of consecutive natural numbers,Ganita Prakash Ch 13
SCI_C7_610,7,Science,Changes Around Us,Physical changes,Easy,MCQ,The melting of ghee is classified as a:,a) Chemical change,b) Physical change,c) Irreversible change,d) Biological change,b,It is a change of state that can be reversed by cooling; so it is physical,Curiosity Ch 5
ENG_C7_732,7,English,Three Questions,Ethics,Medium,MCQ,The most important person according to hermit is:,a) King,b) Family,c) The person you are with,d) Hermit,c,Focuses on the present human relationship,Honeycomb Unit 1
ENG_C7_558,7,English,A Homage to Our Brave Soldiers,Values,Easy,MCQ,The National War Memorial is located in which city?,a) Mumbai,b) Kolkata,c) New Delhi,d) Chennai,c,It is a monument built to honor the personnel of the Indian Armed Forces,Poorvi Unit 5
ENG_C7_670,7,English,A Homage to Our Brave Soldiers,Values,Easy,MCQ,The National War Memorial is located in which Indian city?,a) Mumbai,b) Kolkata,c) New Delhi,d) Chennai,c,This monument was built to honor the personnel of the Indian Armed Forces,Poorvi Unit 5
MATH_C7_574,7,Mathematics,Operations with Integers,Signs,Easy,MCQ,The negative of a negative integer is always:,a) Negative,b) Positive,c) Zero,d) One,b,The opposite of $-a$ is $+a$ because $-(-a) = a$,NCERT Ch 1
SCI_C7_515,7,Science,Wastewater Story,Sanitation,Medium,MCQ,The network of big and small pipes carrying wastewater is called:,a) Sewer,b) Sewage,c) Sewerage,d) Silt,c,Sewerage is the entire infrastructure of pipes and pumps for waste disposal,Curiosity Ch 13
SST_C7_147,7,Social Science,Exploring Society,Civics,Easy,MCQ,The nominal head of an Indian state is the:,a) Chief Minister,b) Prime Minister,c) Governor,d) President,c,The Governor represents the center and is the constitutional head of the state. [4],
SST_C7_494,7,Social Science,Exploring Society,Governance,Medium,MCQ,The nominal head of an Indian state who represents the central government is the:,a) Chief Minister,b) Prime Minister,c) Governor,d) President,c,The Governor is the constitutional head of the state appointed by the President,Exploring Society Ch 12
MATH_CH3_001,7,Mathematics,Data Handling,Mode,Easy,MCQ,The observation that occurs most frequently in a data set is called:,a) Mean,b) Median,c) Mode,d) Range,c,Mode is defined as the value that appears most often in a set of data.,Ch 3: Data Handling
SCI_C7_205,7,Science,Life Processes in Animals,Digestion,Medium,MCQ,The organ responsible for producing bile juice is the:,a) Pancreas,b) Stomach,c) Liver,d) Gall bladder,c,The liver produces bile which is essential for the digestion and absorption of fats.,Curiosity Ch 9
SCI_C7_387,7,Science,Life Processes in Animals,Digestion,Medium,MCQ,The organ where bile juice is produced is the:,a) Pancreas,b) Stomach,c) Liver,d) Gall bladder,c,The liver produces bile which is then stored in the gall bladder for digestion. ,Curiosity Ch 9
SST_C7_514,7,Social Science,Geographical Diversity of India,Physical,Medium,MCQ,The Peninsular Plateau is surrounded by water on how many sides?,a) One,b) Two,c) Three,d) Four,c,A peninsula is a landmass surrounded by water on three sides,Exploring Society Ch 1
MATH_C7_579,7,Mathematics,Geometric Twins,Triangles,Easy,MCQ,The perimeter of an equilateral triangle with side 4 cm is:,a) 8 cm,b) 12 cm,c) 16 cm,d) 4 cm,b,Perimeter is $3 \times side = 3 \times 4 = 12$ centimetres,Ganita Prakash II Ch 1
SCI_C7_551,7,Science,Adolescence,Biology,Easy,MCQ,The period of life between childhood and adulthood is called:,a) Maturity,b) Infancy,c) Adolescence,d) Senescence,c,Adolescence is the phase of physical and mental transition to adulthood,Curiosity Ch 6
ENG_C7_505,7,English,My Dear Soldiers,Imagery,Medium,MCQ,The phrase ' Prime of your youth given to the nation' highlights the soldiers:,a) Skill,b) Salary,c) Sacrifice,d) Education,c,It refers to giving the best years of one's life to protect the country,Poorvi Unit 5
ENG_C7_565,7,English,A Funny Man,Imagery,Medium,MCQ,The poem 'A Funny Man' describes a man who does things in a _____ way:,a) Serious,b) Mixed-up and silly,c) Angry,d) Sad,b,The humor comes from his wearing shoes on his head and buns as roses,Poorvi Unit 2
ENG_C7_147,7,English,My Dear Soldiers,Themes,Medium,MCQ,The poem 'My Dear Soldiers' describes soldiers patrolling lonely expanses as:,a) Tourists,b) Yogis,c) Farmers,d) Hunters,b,The comparison to yogis highlights their discipline focus and endurance in isolated regions.,
MATH_C7_264,7,Mathematics,Connecting the Dots,Graphs,Easy,MCQ,The point $(0 0)$ on a Cartesian plane is called the:,a) Vertex,b) Origin,c) Axis,d) Quadrant,b,The origin is the intersection of the X and Y axes where both coordinates are zero.,
MATH_C7_379,7,Mathematics,Connecting the Dots,Graphs,Easy,MCQ,"The point $(0, 0)$ on a Cartesian plane is called the:",a) Vertex,b) Origin,c) Axis,d) Quadrant,b,The origin is the intersection of the X and Y axes. ,Ganita Prakash Ch 13
MATH_C7_685,7,Mathematics,Connecting the Dots,Coordinate Geometry,Medium,MCQ,The point where both numerical axes intersect on a graph is the:,a) Vertex,b) Origin,c) Center,d) Intercept,b,The origin has coordinates $(0 0)$ and is the starting point for both axes,Ganita Prakash Ch 13
MATH_C7_503,7,Mathematics,Connecting the Dots,Origin,Easy,MCQ,The point where the X-axis and Y-axis intersect is called:,a) Vertex,b) Center,c) Origin,d) Point zero,c,The origin is the starting point $(0 0)$ for all coordinates on a graph,Ganita Prakash Ch 13
MATH_C7_512,7,Mathematics,Connecting the Dots,Origin,Easy,MCQ,The point with coordinates $(0 0)$ on a graph is called the:,a) Quadrant,b) Origin,c) Axis,d) Slope,b,The origin is the starting point for both numerical axes,Ganita Prakash Ch 13
SST_C7_558,7,Social Science,The Constitution of India,Governance,Medium,MCQ,The Preamble of the Indian Constitution describes India as a:,a) Colony,b) Sovereign Socialist Secular Democratic Republic,c) Monarchy,d) Military State,b,These core values define the identity of the Indian nation as per its constitution,Exploring Society Ch 10
SST_C7_717,7,Social Science,Constitution of India,Governance,Medium,MCQ,The Preamble starts with the words:,a) We the People of India,b) India is free,c) Justice for all,d) Freedom for citizens,a,The Preamble represents the collective will of the Indian people,Exploring Society Ch 10
SST_C7_520,7,Social Science,Constitution of India,Governance,Medium,MCQ,The Preamble to the Constitution starts with the words:,a) We the People of India,b) India is a free land,c) Justice for all,d) Freedom for citizens,a,The Preamble represents the collective will of the Indian citizens,Exploring Society Ch 10
SST_C7_633,7,Social Science,The Constitution of India,Governance,Medium,MCQ,The Preamble to the Indian Constitution declares India as a:,a) Colony,b) Sovereign Socialist Secular Democratic Republic,c) Monarchy,d) Empire,b,These core principles define the nature of the Indian state,Exploring Society Ch 10
SCI_C7_499,7,Science,Earth Moon and the Sun,Astronomy,Easy,MCQ,The primary cause of day and night on Earth is:,a) Earth revolution,b) Moon rotation,c) Earth rotation,d) Sun movement,c,Day and night occur because Earth spins on its axis once every 24 hours,Curiosity Ch 12
SST_C7_210,7,Social Science,Understanding Markets,Economics,Easy,MCQ,The primary role of a market in daily life is to:,a) Provide a place for sports,b) Facilitate the exchange of goods and services,c) Store historical artifacts,d) Guard the streets,b,Markets serve as platforms where producers and consumers meet to trade.,Exploring Society Ch 12
SST_C7_622,7,Social Science,The Story of Indian Farming,Ecology,Medium,MCQ,The process by which rocks are broken down into soil by wind or water is:,a) Erosion,b) Weathering,c) Deposition,d) Volcanism,b,Weathering is the foundational process for soil formation over long periods,Exploring Society Ch 1
SCI_CH5_001,7,Science,Changes Around Us,Chemical Changes,Medium,MCQ,The process of depositing a layer of zinc on iron to prevent rusting is known as:,a) Crystallization,b) Neutralization,c) Galvanization,d) Oxidation,c,Galvanization is a chemical prevention method where a protective zinc coating is applied to steel or iron.,Ch 5: Curiosity
SCI_C7_018,7,Science,Changes Around Us,Chemical Prevention,Easy,MCQ,The process of depositing a zinc layer on iron is called:,a) Galvanisation,b) Crystallisation,c) Rusting,d) Neutralisation,a,"Galvanisation provides a protective coating of zinc to prevent the iron from oxidizing.[1]""",Curiosity Ch 5
SCI_C7_337,7,Science,Changes Around Us,Chemical Prevention,Easy,MCQ,The process of depositing a zinc layer on iron to prevent rusting is:,a) Galvanisation,b) Crystallisation,c) Neutralisation,d) Oxidation,a,Galvanisation involves applying a protective zinc coating to prevent iron from oxidizing.[1] ,Curiosity Ch 5
SCI_C7_405,7,Science,Heat Transfer in Nature,Convection,Hard,MCQ,The process of transferring heat in liquids and gases through the actual movement of particles is:,a) Conduction,b) Convection,c) Radiation,d) Insulation,b,Convection occurs as warmer less dense fluid rises and cooler fluid sinks.,Curiosity Ch 7
SCI_C7_601,7,Science,The World of Metals and Non-metals,Processing,Medium,MCQ,The process of washing sheared skin to remove grease and dust is called:,a) Shearing,b) Scouring,c) Sorting,d) Reeling,b,Scouring is a crucial cleaning step in wool production,Curiosity Ch 4
SCI_C7_612,7,Science,Heat Transfer in Nature,Physics,Hard,MCQ,The process where heat is transferred by the actual movement of fluid particles is:,a) Conduction,b) Convection,c) Radiation,d) Insulation,b,Convection occurs in liquids and gases as warmer portions rise and cooler ones sink,Curiosity Ch 7
MATH_CH1_001,7,Mathematics,Integers,Multiplication Properties,Medium,MCQ,The product of $(-15) \times (-10) \times 0$ is equal to:,a) 150,b) -150,c) 0,d) 1,c,Any number multiplied by zero results in zero regardless of its original sign or value.,Ch 1: Integers
MATH_C7_557,7,Mathematics,Operations with Integers,Signs,Medium,MCQ,The product of three negative integers is always:,a) Positive,b) Negative,c) Zero,d) One,b,An odd number of negative factors results in a negative product,NCERT Ch 1
MATH_C7_014,7,Mathematics,Fractions,Operations,Hard,MCQ,The product of two decimals is 0.063. If one is 0.9 what is the other?,a) 0.7,b) 0.07,c) 7.0,d) 0.007,b,$0.063 / 0.9 = 0.07$.,
MATH_C7_006,7,Mathematics,Integers,Multiplication,Easy,MCQ,The product of two negative integers is always:,a) Negative,b) Positive,c) Zero,d) One,b,According to integer rules the product of two negatives is positive.,
SCI_C7_718,7,Science,Changes Around Us,Chemical,Medium,MCQ,The production of heat or light is often a sign of a:,a) Physical change,b) Chemical change,c) Temporary change,d) No change,b,Chemical reactions often release or absorb significant energy,Curiosity Ch 5
SCI_C7_495,7,Science,Heat Transfer in Nature,Thermometry,Easy,MCQ,The range of a standard clinical thermometer is usually between:,a) 0-100 Celsius,b) 35-42 Celsius,c) 32-212 Fahrenheit,d) 35-50 Celsius,b,Clinical thermometers are designed to measure human body temperature which stays within this narrow range,Curiosity Ch 7
MATH_C7_570,7,Mathematics,Data Handling,Statistics,Medium,MCQ,The range of the data 5; 15; 25; 35 is:,a) 30,b) 35,c) 25,d) 10,a,Range = Max (35) minus Min (5) which equals 30,NCERT Ch 3
SCI_C7_493,7,Science,Exploring Substances,Neutralization,Medium,MCQ,The reaction between an acid and a base results in the formation of:,a) Only water,b) Salt and water,c) Only salt,d) Only gas,b,Neutralization produces salt and water while releasing heat energy,Curiosity Ch 2
SCI_C7_606,7,Science,Exploring Substances,Reactions,Hard,MCQ,The reaction of baking soda and vinegar releases which gas?,a) Oxygen,b) Carbon dioxide,c) Hydrogen,d) Nitrogen,b,The reaction between sodium bicarbonate and acetic acid produces $CO_2$ gas,Curiosity Ch 2
MATH_C7_723,7,Mathematics,Working with Fractions,Operations,Medium,MCQ,The reciprocal of 2/5 is:,a) 5/2,b) 2/5,c) 1/5,d) 1,a,A reciprocal is obtained by inverting the numerator and denominator,Ganita Prakash Ch 8
MATH_C7_008,7,Mathematics,Fractions,Reciprocals,Easy,MCQ,The reciprocal of the fraction $-3/7$ is:,a) 3/7,b) -7/3,c) 7/3,d) 1,b,A reciprocal is found by inverting the numerator and denominator while keeping the sign.,
MATH_C7_204,7,Mathematics,Working with Fractions,Reciprocals,Easy,MCQ,The reciprocal of the fraction 2/3 is:,a) 2/3,b) 3/2,c) 1/3,d) 1/2,b,The reciprocal of a fraction is obtained by inverting the numerator and the denominator.,Ganita Prakash Ch 8
ENG_C7_717,7,English,Three Questions,Ethics,Medium,MCQ,The right time for any action according to the hermit is:,a) Tomorrow,b) Now,c) Yesterday,d) Noon,b,Only the present moment allows for active human control,Honeycomb Unit 1
SST_C7_511,7,Social Science,Exploring Society,Civics,Easy,MCQ,The right to vote for all citizens above 18 years is called:,a) Adult franchise,b) Universal Adult Franchise,c) Elite voting,d) Public choice,b,This principle ensures democratic equality for all adults,Exploring Society Ch 10
SST_C7_556,7,Social Science,The Age of Reorganisation,Dynasties,Hard,MCQ,The Satavahana dynasty primarily ruled in which part of India?,a) North,b) Deccan region,c) Himalayas,d) Bengal,b,The Satavahanas were a major power in the central and southern regions,Exploring Society Ch 6
SST_C7_631,7,Social Science,The Age of Reorganisation,History,Medium,MCQ,The Satavahana dynasty was a major power in which region of India?,a) Himalayas,b) Deccan region,c) Bengal,d) Thar Desert,b,The Satavahanas ruled over the central and southern parts of the subcontinent,Exploring Society Ch 6
SST_C7_685,7,Social Science,Climates of India,Geography,Medium,MCQ,The seasonal reversal in wind direction that brings rain to India is the:,a) Cyclone,b) Monsoon,c) Tornado,d) Blizzard,b,Monsoons are the lifeline of Indian agriculture providing seasonal rainfall,Exploring Society Ch 3
SCI_C7_263,7,Science,Wastewater Story,Sanitation,Medium,MCQ,The semi-solid human waste that settles during treatment is called:,a) Scum,b) Sludge,c) Sewage,d) Silt,b,Sludge is the organic solid matter that settles at the bottom of sedimentation tanks.,
SCI_C7_598,7,Science,The World of Metals and Non-metals,Fibres,Medium,MCQ,The soft wool known as 'Mohair' is obtained from which animal?,a) Yak,b) Angora goat,c) Llama,d) Rabbit,b,Angora goats produce a distinct and highly valued wool fibre,Curiosity Ch 4
ENG_C7_508,7,English,My Dear Soldiers,Theme,Medium,MCQ,The soldiers in the poem are compared to 'yogis' to emphasize their:,a) Magical powers,b) Discipline and endurance,c) Silence,d) Traditional clothing,b,This metaphor highlights their focus in lonely and harsh terrains,Poorvi Unit 5
SCI_C7_097,7,Science,Heat Transfer in Nature,Physics,Easy,MCQ,The standard S.I. unit of heat energy is:,a) Calorie,b) Joule,c) Watt,d) Celsius,b,In the SI system energy including heat is measured in Joules.,
SCI_C7_406,7,Science,Measurement of Time and Motion,Speed Units,Easy,MCQ,The standard S.I. unit of speed is:,a) $km/h$,b) $m/min$,c) $m/s$,d) $cm/s$,c,Meter per second ($m/s$) is the globally accepted unit for speed measurement.,Curiosity Ch 8
ENG_C7_520,7,English,The Day the River Spoke,Ecology,Medium,MCQ,The story encourages students to think about:,a) Modern gadgets,b) Importance of nature,c) Big city life,d) Video games,b,It uses the character Jahnavi to show a deep spiritual link with the environment,Poorvi Unit 1
ENG_C7_207,7,English,Animals Birds and Dr Dolittle,Wit,Medium,MCQ,The story of Dr. Dolittle inspires curiosity about which field?,a) Hunting,b) Animal communication and science,c) Industrial farming,d) Professional cooking,b,The character is a doctor who gains the unique ability to speak with animals.,Poorvi Unit 2
MATH_C7_267,7,Mathematics,Parallel and Intersecting Lines,Angles,Medium,MCQ,The sum of adjacent angles of a parallelogram is always:,a) $90^{\circ}$,b) $180^{\circ}$,c) $360^{\circ}$,d) $45^{\circ}$,b,Consecutive or adjacent angles in a parallelogram are supplementary.,
MATH_C7_497,7,Mathematics,Geometric Twins,Quadrilaterals,Medium,MCQ,The sum of adjacent angles of a parallelogram is:,a) 90 degrees,b) 180 degrees,c) 360 degrees,d) 45 degrees,b,Consecutive or adjacent angles in a parallelogram are supplementary,Ganita Prakash II Ch 14
